Genus,Scientific_name,GenerationLength_d
Mimetillus,Mimetillus moloneyi,2055.239876
Chalinolobus,Chalinolobus morio,2055.239876
Nycticeius,Nycticeius cubanus,2055.239876
Nycticeius,Nycticeius aenobarbus,2055.239876
Nycticeius,Nycticeius humeralis,2055.239876
Glauconycteris,Glauconycteris argentata,2055.239876
Lasiurus,Lasiurus seminolus,2055.239876
Nyctophilus,Nyctophilus bifax,2055.239876
Petaurus,Petaurus biacensis,2064.0671
Petaurus,Petaurus norfolcensis,2064.0671
Petaurus,Petaurus abidi,2064.0671
Petaurus,Petaurus gracilis,2064.0671
Ectophylla,Ectophylla alba,2064.27635
Micronycteris,Micronycteris megalotis,2064.27635
Lichonycteris,Lichonycteris obscura,2064.27635
Mesophylla,Mesophylla macconnelli,2064.27635
Micronycteris,Micronycteris minuta,2064.27635
Lonchophylla,Lonchophylla thomasi,2064.27635
Vampyressa,Vampyressa thyone,2064.27635
Hylonycteris,Hylonycteris underwoodi,2064.27635
Micronycteris,Micronycteris schmidtorum,2064.27635
Choeroniscus,Choeroniscus godmani,2064.27635
Macrophyllum,Macrophyllum macrophyllum,2064.27635
Trinycteris,Trinycteris nicefori,2064.27635
Choeroniscus,Choeroniscus periosus,2064.27635
Micronycteris,Micronycteris brosseti,2064.27635
Micronycteris,Micronycteris sanborni,2064.27635
Micronycteris,Micronycteris matses,2064.27635
Micronycteris,Micronycteris microtis,2064.27635
Glossophaga,Glossophaga morenoi,2064.27635
Choeroniscus,Choeroniscus minor,2064.27635
Vampyressa,Vampyressa pusilla,2064.27635
Monophyllus,Monophyllus redmani,2064.27635
Lionycteris,Lionycteris spurrelli,2064.27635
Glyphonycteris,Glyphonycteris sylvestris,2064.27635
Lonchorhina,Lonchorhina orinocensis,2064.27635
Glossophaga,Glossophaga commissarisi,2064.27635
Rhinophylla,Rhinophylla pumilio,2064.27635
Rhinophylla,Rhinophylla alethina,2064.27635
Rhinophylla,Rhinophylla fischerae,2064.27635
Lophostoma,Lophostoma brasiliense,2064.27635
Glossophaga,Glossophaga soricina,2064.27635
Phyllostomus,Phyllostomus latifolius,2064.27635
Vampyrum,Vampyrum spectrum,2064.27635
Glossophaga,Glossophaga leachii,2064.27635
Lampronycteris,Lampronycteris brachyotis,2064.27635
Ametrida,Ametrida centurio,2064.27635
Anoura,Anoura caudifer,2064.27635
Sturnira,Sturnira mordax,2064.27635
Vampyressa,Vampyressa bidens,2064.27635
Micronycteris,Micronycteris hirsuta,2064.27635
Mimon,Mimon bennettii,2064.27635
Glossophaga,Glossophaga longirostris,2064.27635
Mimon,Mimon koepckeae,2064.27635
Mimon,Mimon cozumelae,2064.27635
Platyrrhinus,Platyrrhinus helleri,2064.27635
Lonchophylla,Lonchophylla robusta,2064.27635
Glyphonycteris,Glyphonycteris behnii,2064.27635
Chiroderma,Chiroderma trinitatum,2064.27635
Mimon,Mimon crenulatum,2064.27635
Lonchorhina,Lonchorhina fernandezi,2064.27635
Lonchorhina,Lonchorhina inusitata,2064.27635
Lonchophylla,Lonchophylla bokermanni,2064.27635
Lonchophylla,Lonchophylla dekeyseri,2064.27635
Lonchophylla,Lonchophylla handleyi,2064.27635
Lonchophylla,Lonchophylla hesperia,2064.27635
Lonchophylla,Lonchophylla chocoana,2064.27635
Lonchophylla,Lonchophylla concava,2064.27635
Lonchophylla,Lonchophylla orcesi,2064.27635
Phyllonycteris,Phyllonycteris poeyi,2064.27635
Phyllonycteris,Phyllonycteris aphylla,2064.27635
Platyrrhinus,Platyrrhinus brachycephalus,2064.27635
Anoura,Anoura luismanueli,2064.27635
Anoura,Anoura fistulata,2064.27635
Anoura,Anoura latidens,2064.27635
Anoura,Anoura geoffroyi,2064.27635
Monophyllus,Monophyllus plethodon,2064.27635
Lonchorhina,Lonchorhina aurita,2064.27635
Sturnira,Sturnira erythromos,2064.27635
Erophylla,Erophylla sezekorni,2064.27635
Sphaeronycteris,Sphaeronycteris toxophyllum,2064.27635
Uroderma,Uroderma bilobatum,2064.27635
Erophylla,Erophylla bombifrons,2064.27635
Vampyressa,Vampyressa melissa,2064.27635
Enchisthenes,Enchisthenes hartii,2064.27635
Choeronycteris,Choeronycteris mexicana,2064.27635
Uroderma,Uroderma magnirostrum,2064.27635
Anoura,Anoura cultrata,2064.27635
Lonchorhina,Lonchorhina marinkellei,2064.27635
Lophostoma,Lophostoma schulzi,2064.27635
Sturnira,Sturnira bidens,2064.27635
Pygoderma,Pygoderma bilabiatum,2064.27635
Glyphonycteris,Glyphonycteris daviesi,2064.27635
Ardops,Ardops nichollsi,2064.27635
Chiroderma,Chiroderma doriae,2064.27635
Sturnira,Sturnira bogotensis,2064.27635
Sturnira,Sturnira lilium,2064.27635
Lophostoma,Lophostoma evotis,2064.27635
Lophostoma,Lophostoma aequatorialis,2064.27635
Lophostoma,Lophostoma yasuni,2064.27635
Sturnira,Sturnira ludovici,2064.27635
Stenoderma,Stenoderma rufum,2064.27635
Lonchophylla,Lonchophylla mordax,2064.27635
Sturnira,Sturnira oporaphilum,2064.27635
Leptonycteris,Leptonycteris yerbabuenae,2064.27635
Lophostoma,Lophostoma carrikeri,2064.27635
Sturnira,Sturnira luisi,2064.27635
Sturnira,Sturnira magna,2064.27635
Sturnira,Sturnira nana,2064.27635
Sturnira,Sturnira thomasi,2064.27635
Sturnira,Sturnira mistratensis,2064.27635
Sturnira,Sturnira sorianoi,2064.27635
Ariteus,Ariteus flavescens,2064.27635
Neonycteris,Neonycteris pusilla,2064.27635
Musonycteris,Musonycteris harrisoni,2064.27635
Phyllops,Phyllops falcatus,2064.27635
Platalina,Platalina genovensium,2064.27635
Xeronycteris,Xeronycteris vieirai,2064.27635
Centurio,Centurio senex,2064.27635
Chiroderma,Chiroderma villosum,2064.27635
Leptonycteris,Leptonycteris nivalis,2064.27635
Platyrrhinus,Platyrrhinus lineatus,2064.27635
Sturnira,Sturnira tildae,2064.27635
Platyrrhinus,Platyrrhinus umbratus,2064.27635
Leptonycteris,Leptonycteris curasoae,2064.27635
Platyrrhinus,Platyrrhinus dorsalis,2064.27635
Chiroderma,Chiroderma salvini,2064.27635
Tonatia,Tonatia saurophila,2064.27635
Tonatia,Tonatia bidens,2064.27635
Diphylla,Diphylla ecaudata,2064.27635
Platyrrhinus,Platyrrhinus chocoensis,2064.27635
Platyrrhinus,Platyrrhinus recifinus,2064.27635
Platyrrhinus,Platyrrhinus albericoi,2064.27635
Platyrrhinus,Platyrrhinus ismaeli,2064.27635
Platyrrhinus,Platyrrhinus nigellus,2064.27635
Platyrrhinus,Platyrrhinus matapalensis,2064.27635
Platyrrhinus,Platyrrhinus masu,2064.27635
Lophostoma,Lophostoma silvicolum,2064.27635
Platyrrhinus,Platyrrhinus aurarius,2064.27635
Chiroderma,Chiroderma improvisum,2064.27635
Vampyrodes,Vampyrodes caraccioli,2064.27635
Phyllostomus,Phyllostomus discolor,2064.27635
Diaemus,Diaemus youngi,2064.27635
Trachops,Trachops cirrhosus,2064.27635
Platyrrhinus,Platyrrhinus vittatus,2064.27635
Brachyphylla,Brachyphylla nana,2064.27635
Phyllostomus,Phyllostomus elongatus,2064.27635
Brachyphylla,Brachyphylla cavernarum,2064.27635
Vampyressa,Vampyressa brocki,2064.27635
Scleronycteris,Scleronycteris ega,2064.27635
Sturnira,Sturnira aratathomasi,2064.27635
Platyrrhinus,Platyrrhinus infuscus,2064.27635
Phylloderma,Phylloderma stenops,2064.27635
Vampyressa,Vampyressa nymphaea,2064.27635
Chrotopterus,Chrotopterus auritus,2064.27635
Phyllostomus,Phyllostomus hastatus,2064.27635
Craseonycteris,Craseonycteris thonglongyai,2070.531028
Thyroptera,Thyroptera discifera,2070.531028
Furipterus,Furipterus horrens,2070.531028
Amorphochilus,Amorphochilus schnablii,2070.531028
Chilonatalus,Chilonatalus micropus,2070.531028
Chilonatalus,Chilonatalus tumidifrons,2070.531028
Thyroptera,Thyroptera lavali,2070.531028
Thyroptera,Thyroptera devivoi,2070.531028
Thyroptera,Thyroptera tricolor,2070.531028
Nyctiellus,Nyctiellus lepidus,2070.531028
Pteronotus,Pteronotus quadridens,2070.531028
Natalus,Natalus stramineus,2070.531028
Natalus,Natalus lanatus,2070.531028
Natalus,Natalus mexicanus,2070.531028
Natalus,Natalus espiritosantensis,2070.531028
Natalus,Natalus major,2070.531028
Natalus,Natalus primus,2070.531028
Natalus,Natalus jamaicensis,2070.531028
Natalus,Natalus tumidirostris,2070.531028
Pteronotus,Pteronotus personatus,2070.531028
Mormoops,Mormoops blainvillei,2070.531028
Myzopoda,Myzopoda schliemanni,2070.531028
Myzopoda,Myzopoda aurita,2070.531028
Rhinopoma,Rhinopoma muscatellum,2070.531028
Pteronotus,Pteronotus davyi,2070.531028
Cuniculus,Cuniculus taczanowskii,2097.4631
Phaner,Phaner furcifer,2099.6331
Phaner,Phaner parienti,2099.6331
Phaner,Phaner pallescens,2099.6331
Phaner,Phaner electromontis,2099.6331
Dobsonia,Dobsonia minor,2100.6395
Dobsonia,Dobsonia inermis,2100.6395
Dobsonia,Dobsonia beauforti,2100.6395
Dobsonia,Dobsonia praedatrix,2100.6395
Dobsonia,Dobsonia emersa,2100.6395
Dobsonia,Dobsonia crenulata,2100.6395
Dobsonia,Dobsonia peronii,2100.6395
Dobsonia,Dobsonia anderseni,2100.6395
Dobsonia,Dobsonia pannietensis,2100.6395
Dobsonia,Dobsonia viridis,2100.6395
Dobsonia,Dobsonia exoleta,2100.6395
Pseudochirulus,Pseudochirulus herbertensis,2106.05
Pseudochirops,Pseudochirops corinnae,2106.05
Pseudochirops,Pseudochirops archeri,2106.05
Pseudochirops,Pseudochirops coronatus,2106.05
Pseudochirops,Pseudochirops cupreus,2106.05
Petropseudes,Petropseudes dahli,2106.05
Myotis,Myotis siligorensis,2106.628504
Myotis,Myotis rosseti,2106.628504
Myotis,Myotis nesopolus,2106.628504
Myotis,Myotis elegans,2106.628504
Myotis,Myotis fortidens,2106.628504
Myotis,Myotis californicus,2106.628504
Myotis,Myotis riparius,2106.628504
Myotis,Myotis muricola,2106.628504
Myotis,Myotis ciliolabrum,2106.628504
Myotis,Myotis ruber,2106.628504
Myotis,Myotis yumanensis,2106.628504
Myotis,Myotis leibii,2106.628504
Myotis,Myotis brandtii,2106.628504
Myotis,Myotis keaysi,2106.628504
Myotis,Myotis levis,2106.628504
Myotis,Myotis goudoti,2106.628504
Myotis,Myotis oxyotus,2106.628504
Myotis,Myotis albescens,2106.628504
Myotis,Myotis horsfieldii,2106.628504
Myotis,Myotis keenii,2106.628504
Myotis,Myotis evotis,2106.628504
Myotis,Myotis formosus,2106.628504
Myotis,Myotis sodalis,2106.628504
Myotis,Myotis nattereri,2106.628504
Myotis,Myotis macrodactylus,2106.628504
Myotis,Myotis frater,2106.628504
Myotis,Myotis bocagii,2106.628504
Myotis,Myotis montivagus,2106.628504
Myotis,Myotis thysanodes,2106.628504
Myotis,Myotis hasseltii,2106.628504
Myotis,Myotis occultus,2106.628504
Myotis,Myotis aelleni,2106.628504
Myotis,Myotis atacamensis,2106.628504
Myotis,Myotis ater,2106.628504
Myotis,Myotis australis,2106.628504
Myotis,Myotis bombinus,2106.628504
Myotis,Myotis chiloensis,2106.628504
Myotis,Myotis cobanensis,2106.628504
Myotis,Myotis dominicensis,2106.628504
Myotis,Myotis fimbriatus,2106.628504
Myotis,Myotis findleyi,2106.628504
Myotis,Myotis hermani,2106.628504
Myotis,Myotis ikonnikovi,2106.628504
Myotis,Myotis insularum,2106.628504
Myotis,Myotis longipes,2106.628504
Myotis,Myotis martiniquensis,2106.628504
Myotis,Myotis morrisi,2106.628504
Myotis,Myotis oreias,2106.628504
Myotis,Myotis peninsularis,2106.628504
Myotis,Myotis pequinius,2106.628504
Myotis,Myotis planiceps,2106.628504
Myotis,Myotis pruinosus,2106.628504
Myotis,Myotis schaubi,2106.628504
Myotis,Myotis scotti,2106.628504
Myotis,Myotis septentrionalis,2106.628504
Myotis,Myotis sicarius,2106.628504
Myotis,Myotis simus,2106.628504
Myotis,Myotis stalkeri,2106.628504
Myotis,Myotis csorbai,2106.628504
Myotis,Myotis yanbarensis,2106.628504
Myotis,Myotis gomantongensis,2106.628504
Myotis,Myotis anjouanensis,2106.628504
Myotis,Myotis punicus,2106.628504
Myotis,Myotis dinellii,2106.628504
Myotis,Myotis bucharensis,2106.628504
Myotis,Myotis davidii,2106.628504
Myotis,Myotis annamiticus,2106.628504
Myotis,Myotis hajastanicus,2106.628504
Myotis,Myotis rufopictus,2106.628504
Myotis,Myotis laniger,2106.628504
Myotis,Myotis nipalensis,2106.628504
Myotis,Myotis aurascens,2106.628504
Myotis,Myotis dieteri,2106.628504
Myotis,Myotis alcathoe,2106.628504
Myotis,Myotis macropus,2106.628504
Myotis,Myotis moluccarum,2106.628504
Myotis,Myotis melanorhinus,2106.628504
Myotis,Myotis annectans,2106.628504
Callithrix,Callithrix penicillata,2110.588375
Callithrix,Callithrix geoffroyi,2110.588375
Callithrix,Callithrix flaviceps,2110.588375
Callithrix,Callithrix aurita,2110.588375
Callithrix,Mico emiliae,2110.588375
Callithrix,Mico mauesi,2110.588375
Anomalurus,Anomalurus pelii,2113.949682
Rhizomys,Rhizomys pruinosus,2113.949682
Rhizomys,Rhizomys sumatrensis,2113.949682
Sciurus,Sciurus flammifer,2122.200833
Sciurus,Sciurus sanborni,2122.200833
Sciurus,Sciurus aestuans,2122.200833
Sciurus,Sciurus ignitus,2122.200833
Sciurus,Sciurus yucatanensis,2122.200833
Sciurus,Sciurus richmondi,2122.200833
Sciurus,Sciurus deppei,2122.200833
Sciurus,Sciurus lis,2122.200833
Sciurus,Sciurus granatensis,2122.200833
Sciurus,Sciurus anomalus,2122.200833
Sciurus,Sciurus spadiceus,2122.200833
Sciurus,Sciurus stramineus,2122.200833
Sciurus,Sciurus aureogaster,2122.200833
Sciurus,Sciurus alleni,2122.200833
Sciurus,Sciurus pyrrhinus,2122.200833
Sciurus,Sciurus variegatoides,2122.200833
Sciurus,Sciurus colliaei,2122.200833
Sciurus,Sciurus aberti,2122.200833
Sciurus,Sciurus arizonensis,2122.200833
Sciurus,Sciurus oculatus,2122.200833
Sciurus,Sciurus nayaritensis,2122.200833
Sciurus,Sciurus igniventris,2122.200833
Sciurus,Sciurus griseus,2122.200833
Sciurus,Sciurus gilvigularis,2122.200833
Sciurus,Sciurus pucheranii,2122.200833
Gazella,Gazella arabica,2137.174017
Pedetes,Pedetes surdaster,2168.0497
Myotis,Myotis capaccinii,2190
Eonycteris,Eonycteris robusta,2190
Tarsius,Tarsius dentatus,2190
Dobsonia,Dobsonia chapmani,2190
Eidolon,Eidolon dupreanum,2190
Mico,Mico rondoni,2190
Callithrix,Callithrix kuhlii,2190
Saguinus,Saguinus tripartitus,2190
Pteropus,Pteropus rufus,2190
Saguinus,Saguinus leucopus,2190
Saguinus,Saguinus bicolor,2190
Saguinus,Saguinus niger,2190
Marmota,Marmota vancouverensis,2190
Marmota,Marmota sibirica,2190
Rhinopithecus,Rhinopithecus strykeri,2190
Tarsius,Tarsius pumilus,2190
Tarsius,Tarsius lariang,2190
Tarsius,Tarsius tumpara,2190
Tarsius,Tarsius wallacei,2190
Tarsius,Tarsius sangirensis,2190
Tarsius,Tarsius pelengensis,2190
Mico,Mico intermedius,2200.53025
Mico,Mico chrysoleucus,2200.53025
Mico,Mico nigriceps,2200.53025
Mico,Mico marcai,2200.53025
Mico,Mico acariensis,2200.53025
Mico,Mico manicorensis,2200.53025
Mico,Mico saterei,2200.53025
Mico,Mico melanurus,2200.53025
Cheirogaleus,Cheirogaleus adipicaudatus,2236.94965
Cheirogaleus,Cheirogaleus sibreei,2236.94965
Cheirogaleus,Cheirogaleus minusculus,2236.94965
Cheirogaleus,Cheirogaleus crossleyi,2236.94965
Cheirogaleus,Cheirogaleus ravus,2236.94965
Trichosurus,Trichosurus cunninghami,2260.17125
Loris,Loris lydekkerianus,2278.1475
Pseudoryx,Pseudoryx nghetinhensis,2287.540787
Lagostrophus,Lagostrophus fasciatus,2311.607416
Ratufa,Ratufa indica,2327.157917
Ratufa,Ratufa affinis,2327.157917
Ratufa,Ratufa macroura,2327.157917
Nyctimene,Nyctimene major,2349.856741
Epomops,Epomops franqueti,2349.856741
Epomops,Epomops dobsonii,2349.856741
Epomophorus,Epomophorus gambianus,2349.856741
Epomops,Epomops buettikoferi,2349.856741
Latidens,Latidens salimalii,2349.856741
Neopteryx,Neopteryx frosti,2349.856741
Plerotes,Plerotes anchietae,2349.856741
Mirimiri,Mirimiri acrodonta,2349.856741
Pteralopex,Pteralopex pulchra,2349.856741
Hypsignathus,Hypsignathus monstrosus,2349.856741
Pteralopex,Pteralopex taki,2349.856741
Pteralopex,Pteralopex flanneryi,2349.856741
Pteralopex,Pteralopex atrata,2349.856741
Pteralopex,Pteralopex anceps,2349.856741
Aproteles,Aproteles bulmerae,2349.856741
Lagidium,Lagidium viscacia,2388.1518
Lagidium,Lagidium wolffsohni,2388.1518
Eptesicus,Eptesicus diminutus,2400.9362
Eptesicus,Eptesicus matroka,2400.9362
Eptesicus,Eptesicus bobrinskoi,2400.9362
Eptesicus,Eptesicus furinalis,2400.9362
Eptesicus,Eptesicus nasutus,2400.9362
Eptesicus,Eptesicus pachyotis,2400.9362
Eptesicus,Eptesicus brasiliensis,2400.9362
Eptesicus,Eptesicus nilssonii,2400.9362
Eptesicus,Eptesicus floweri,2400.9362
Eptesicus,Eptesicus andinus,2400.9362
Eptesicus,Eptesicus guadeloupensis,2400.9362
Eptesicus,Eptesicus innoxius,2400.9362
Eptesicus,Eptesicus platyops,2400.9362
Eptesicus,Eptesicus tatei,2400.9362
Eptesicus,Eptesicus gobiensis,2400.9362
Eptesicus,Eptesicus chiriquinus,2400.9362
Eptesicus,Eptesicus malagasyensis,2400.9362
Eptesicus,Eptesicus japonensis,2400.9362
Eptesicus,Eptesicus kobayashii,2400.9362
Eptesicus,Eptesicus dimissus,2400.9362
Eptesicus,Eptesicus bottae,2400.9362
Eptesicus,Eptesicus serotinus,2400.9362
Eptesicus,Eptesicus hottentotus,2400.9362
Callibella,Callibella humilis,2420.773581
Saguinus,Saguinus melanoleucus,2478.710964
Saguinus,Saguinus martinsi,2478.710964
Saguinus,Saguinus labiatus,2478.710964
Saguinus,Saguinus inustus,2478.710964
Myotis,Myotis adversus,2504.38545
Myotis,Myotis altarium,2504.38545
Myotis,Myotis tricolor,2504.38545
Myotis,Myotis welwitschii,2504.38545
Myotis,Myotis vivesi,2504.38545
Myotis,Myotis auriculus,2504.38545
Myotis,Myotis chinensis,2504.38545
Macropus,Macropus bernardus,2531.779561
Myotis,Myotis blythii,2555
Nycticebus,Nycticebus menagensis,2555
Leontopithecus,Leontopithecus chrysomelas,2555
Nycticebus,Nycticebus javanicus,2555
Nycticebus,Nycticebus bengalensis,2555
Tragelaphus,Tragelaphus derbianus,2592.853829
Ovis,Ovis nivicola,2631.140556
Dinomys,Dinomys branickii,2673.844188
Hystrix,Hystrix pumila,2713.29805
Hystrix,Hystrix sumatrae,2713.29805
Hystrix,Hystrix crassispinis,2713.29805
Hystrix,Hystrix brachyura,2713.29805
Hystrix,Hystrix cristata,2713.29805
Hystrix,Hystrix indica,2713.29805
Hystrix,Hystrix javanica,2713.29805
Trichys,Trichys fasciculata,2713.29805
Atherurus,Atherurus macrourus,2713.29805
Atherurus,Atherurus africanus,2713.29805
Rhinolophus,Rhinolophus megaphyllus,2726.53565
Rhinolophus,Rhinolophus philippinensis,2726.53565
Rhinolophus,Rhinolophus adami,2726.53565
Rhinolophus,Rhinolophus borneensis,2726.53565
Rhinolophus,Rhinolophus canuti,2726.53565
Rhinolophus,Rhinolophus celebensis,2726.53565
Rhinolophus,Rhinolophus clivosus,2726.53565
Rhinolophus,Rhinolophus cognatus,2726.53565
Rhinolophus,Rhinolophus creaghi,2726.53565
Rhinolophus,Rhinolophus deckenii,2726.53565
Rhinolophus,Rhinolophus guineensis,2726.53565
Rhinolophus,Rhinolophus hildebrandti,2726.53565
Rhinolophus,Rhinolophus maclaudi,2726.53565
Rhinolophus,Rhinolophus mitratus,2726.53565
Rhinolophus,Rhinolophus nereis,2726.53565
Rhinolophus,Rhinolophus osgoodi,2726.53565
Rhinolophus,Rhinolophus rex,2726.53565
Rhinolophus,Rhinolophus rufus,2726.53565
Rhinolophus,Rhinolophus silvestris,2726.53565
Rhinolophus,Rhinolophus subbadius,2726.53565
Rhinolophus,Rhinolophus subrufus,2726.53565
Rhinolophus,Rhinolophus beddomei,2726.53565
Rhinolophus,Rhinolophus convexus,2726.53565
Rhinolophus,Rhinolophus sinicus,2726.53565
Rhinolophus,Rhinolophus hillorum,2726.53565
Rhinolophus,Rhinolophus maendeleo,2726.53565
Rhinolophus,Rhinolophus ruwenzorii,2726.53565
Rhinolophus,Rhinolophus sakejiensis,2726.53565
Rhinolophus,Rhinolophus ziama,2726.53565
Rhinolophus,Rhinolophus montanus,2726.53565
Rhinolophus,Rhinolophus madurensis,2726.53565
Rhinolophus,Rhinolophus shortridgei,2726.53565
Rhinolophus,Rhinolophus formosae,2726.53565
Rhinolophus,Rhinolophus siamensis,2726.53565
Rhinolophus,Rhinolophus pearsonii,2726.53565
Rhinolophus,Rhinolophus acuminatus,2726.53565
Rhinolophus,Rhinolophus capensis,2726.53565
Rhinolophus,Rhinolophus fumigatus,2726.53565
Rhinolophus,Rhinolophus hilli,2726.53565
Rhinolophus,Rhinolophus inops,2726.53565
Rhinolophus,Rhinolophus affinis,2726.53565
Rhinolophus,Rhinolophus euryotis,2726.53565
Rhinolophus,Rhinolophus bocharicus,2726.53565
Rhinolophus,Rhinolophus trifoliatus,2726.53565
Rhinolophus,Rhinolophus alcyone,2726.53565
Rhinolophus,Rhinolophus eloquens,2726.53565
Rhinolophus,Rhinolophus yunanensis,2726.53565
Rhinolophus,Rhinolophus luctus,2726.53565
Plecotus,Plecotus austriacus,2759.4
Plecotus,Plecotus taivanus,2759.4
Plecotus,Plecotus teneriffae,2759.4
Plecotus,Plecotus balensis,2759.4
Plecotus,Plecotus christii,2759.4
Plecotus,Plecotus macrobullaris,2759.4
Plecotus,Plecotus sardus,2759.4
Plecotus,Plecotus ognevi,2759.4
Plecotus,Plecotus sacrimontis,2759.4
Galeopterus,Galeopterus variegatus,2840.441639
Cynocephalus,Cynocephalus volans,2840.441639
Nycticebus,Nycticebus pygmaeus,2920
Aotus,Aotus miconax,2920
Aotus,Aotus brumbacki,2920
Aotus,Aotus lemurinus,2920
Saimiri,Saimiri ustus,2920
Aotus,Aotus griseimembra,2920
Callicebus,Callicebus oenanthe,2920
Callicebus,Callicebus caquetensis,2920
Callicebus,Callicebus ornatus,2920
Callicebus,Callicebus melanochir,2920
Callicebus,Callicebus nigrifrons,2920
Callicebus,Callicebus medemi,2920
Callicebus,Callicebus personatus,2920
Eulemur,Eulemur rubriventer,2920
Eulemur,Eulemur flavifrons,2920
Eulemur,Eulemur rufifrons,2920
Eulemur,Eulemur collaris,2920
Eulemur,Eulemur albifrons,2920
Callicebus,Callicebus aureipalatii,2920
Callicebus,Callicebus barbarabrownae,2920
Callicebus,Callicebus coimbrai,2920
Callicebus,Callicebus pallescens,2920
Callicebus,Callicebus discolor,2920
Callicebus,Callicebus stephennashi,2920
Callicebus,Callicebus baptista,2920
Callicebus,Callicebus bernhardi,2920
Callicebus,Callicebus lugens,2920
Callicebus,Callicebus lucifer,2920
Callicebus,Callicebus purinus,2920
Callicebus,Callicebus regulus,2920
Callicebus,Callicebus hoffmannsi,2920
Callicebus,Callicebus cupreus,2920
Callicebus,Callicebus torquatus,2920
Rhinolophus,Rhinolophus marshalli,2937.38135
Rhinolophus,Rhinolophus pusillus,2937.38135
Rhinolophus,Rhinolophus lepidus,2937.38135
Rhinolophus,Rhinolophus virgo,2937.38135
Rhinolophus,Rhinolophus macrotis,2937.38135
Rhinolophus,Rhinolophus keyensis,2937.38135
Rhinolophus,Rhinolophus denti,2937.38135
Rhinolophus,Rhinolophus malayanus,2937.38135
Rhinolophus,Rhinolophus coelophyllus,2937.38135
Rhinolophus,Rhinolophus swinnyi,2937.38135
Rhinolophus,Rhinolophus stheno,2937.38135
Rhinolophus,Rhinolophus simulator,2937.38135
Rhinolophus,Rhinolophus paradoxolophus,2937.38135
Rhinolophus,Rhinolophus thomasi,2937.38135
Rhinolophus,Rhinolophus robinsoni,2937.38135
Rhinolophus,Rhinolophus sedulus,2937.38135
Rhinolophus,Rhinolophus darlingi,2937.38135
Rhinolophus,Rhinolophus arcuatus,2937.38135
Rhinolophus,Rhinolophus landeri,2937.38135
Rhinolophus,Rhinolophus shameli,2937.38135
Pteropus,Pteropus neohibernicus,2945.918407
Pteropus,Pteropus vampyrus,2945.918407
Pteropus,Pteropus woodfordi,2945.918407
Pteropus,Pteropus personatus,2945.918407
Pteropus,Pteropus vetulus,2945.918407
Pteropus,Pteropus pumilus,2945.918407
Pteropus,Pteropus fundatus,2945.918407
Pteropus,Pteropus ocularis,2945.918407
Pteropus,Pteropus howensis,2945.918407
Pteropus,Pteropus lombocensis,2945.918407
Pteropus,Pteropus nitendiensis,2945.918407
Pteropus,Pteropus mahaganus,2945.918407
Pteropus,Pteropus admiralitatum,2945.918407
Pteropus,Pteropus samoensis,2945.918407
Pteropus,Pteropus aldabrensis,2945.918407
Pteropus,Pteropus leucopterus,2945.918407
Pteropus,Pteropus pohlei,2945.918407
Pteropus,Pteropus macrotis,2945.918407
Pteropus,Pteropus scapulatus,2945.918407
Pteropus,Pteropus anetianus,2945.918407
Pteropus,Pteropus gilliardorum,2945.918407
Pteropus,Pteropus hypomelanus,2945.918407
Pteropus,Pteropus pselaphon,2945.918407
Pteropus,Pteropus melanotus,2945.918407
Pteropus,Pteropus argentatus,2945.918407
Pteropus,Pteropus faunulus,2945.918407
Pteropus,Pteropus griseus,2945.918407
Pteropus,Pteropus insularis,2945.918407
Pteropus,Pteropus molossinus,2945.918407
Pteropus,Pteropus speciosus,2945.918407
Pteropus,Pteropus temminckii,2945.918407
Pteropus,Pteropus tuberculatus,2945.918407
Pteropus,Pteropus loochoensis,2945.918407
Pteropus,Pteropus yapensis,2945.918407
Pteropus,Pteropus capistratus,2945.918407
Pteropus,Pteropus pelewensis,2945.918407
Pteropus,Pteropus cognatus,2945.918407
Pteropus,Pteropus aruensis,2945.918407
Pteropus,Pteropus keyensis,2945.918407
Pteropus,Pteropus ualanus,2945.918407
Pteropus,Pteropus rennelli,2945.918407
Pteropus,Pteropus intermedius,2945.918407
Pteropus,Pteropus mariannus,2945.918407
Pteropus,Pteropus niger,2945.918407
Pteropus,Pteropus seychellensis,2945.918407
Pteropus,Pteropus caniceps,2945.918407
Pteropus,Pteropus voeltzkowi,2945.918407
Pteropus,Pteropus tonganus,2945.918407
Pteropus,Pteropus alecto,2945.918407
Pteropus,Pteropus rayneri,2945.918407
Pteropus,Pteropus chrysoproctus,2945.918407
Pteropus,Pteropus livingstonii,2945.918407
Pteropus,Pteropus conspicillatus,2945.918407
Pteropus,Pteropus melanopogon,2945.918407
Mesocapromys,Mesocapromys nanus,2954.623511
Mesocapromys,Mesocapromys angelcabrerai,2954.623511
Mesocapromys,Mesocapromys auritus,2954.623511
Mesocapromys,Mesocapromys sanfelipensis,2954.623511
Sphiggurus,Sphiggurus pruinosus,3021.565025
Sphiggurus,Sphiggurus vestitus,3021.565025
Sphiggurus,Sphiggurus spinosus,3021.565025
Echinoprocta,Echinoprocta rufescens,3021.565025
Sphiggurus,Sphiggurus insidiosus,3021.565025
Sphiggurus,Sphiggurus roosmalenorum,3021.565025
Sphiggurus,Sphiggurus ichillus,3021.565025
Chaetomys,Chaetomys subspinosus,3021.565025
Sphiggurus,Sphiggurus villosus,3021.565025
